IMPL,PARAMS,MEAN,SSD,SEM,RSE,CI95LO,CI95UP
KOMPACTAC,number_of_messages: 1000!N!,153.99515933333333,7.4233213154447455,1.3553068453593367,0.00880097044106224,151.33875791642905,156.65156075023762
KOMPACTAC,number_of_messages: 2000!N!,328.6970634333332,27.053134140883188,4.939203940058288,0.01502661413663668,319.01622371081896,338.37790315584743
KOMPACTAC,number_of_messages: 3000!N!,477.30622509999995,17.682540707410634,3.2283754731507206,0.006763740557698251,470.97860917262454,483.63384102737535
KOMPACTAC,number_of_messages: 4000!N!,665.3616036666665,40.1829790714977,7.336374688405761,0.01102614675685606,650.9823092773912,679.7408980559418
KOMPACTAC,number_of_messages: 5000!N!,807.4544226333333,16.530647588077763,3.018069524719519,0.003737758367681925,801.539006364883,813.3698389017835
KOMPACTAC,number_of_messages: 6000!N!,970.5214978333335,19.081434639485906,3.4837773938689627,0.003589593225545662,963.6932941413503,977.3497015253166
KOMPACTAC,number_of_messages: 7000!N!,1118.2509562666667,22.74332088143337,4.152343293113112,0.003713248148676666,1110.112363412165,1126.3895491211683
KOMPACTAC,number_of_messages: 8000!N!,1298.2959529666666,32.793755765561514,5.987293259371047,0.004611655182079096,1286.5608581782994,1310.0310477550338
KOMPACTAC,number_of_messages: 9000!N!,1458.1600753666664,21.746867343698753,3.970416599738753,0.002722894877464231,1450.3780588311786,1465.9420919021543
KOMPACTAC,number_of_messages: 10000!N!,1592.8015354333331,48.51198848509651,8.857036800906076,0.005560665659765613,1575.4417433035571,1610.1613275631091
