IMPL,PARAMS,MEAN,SSD,SEM,RSE,CI95LO,CI95UP
KOMPACTCO,messages_per_pair: 1000000!N!pipeline_size: 10!N!parallelism: 1!N!static_only: true!N!,505.3141684000001,94.29949090840931,17.216652777263036,0.03407118551964797,471.5695289565645,539.0588078434356
KOMPACTCO,messages_per_pair: 1000000!N!pipeline_size: 10!N!parallelism: 1!N!static_only: false!N!,508.18802336666676,97.18781416076658,17.743986043490622,0.03491618304174008,473.4098107214251,542.9662360119083
KOMPACTCO,messages_per_pair: 1000000!N!pipeline_size: 10!N!parallelism: 2!N!static_only: true!N!,376.9890997666667,38.78944664121163,7.081951639511537,0.01878556075996583,363.1084745532241,390.8697249801093
KOMPACTCO,messages_per_pair: 1000000!N!pipeline_size: 10!N!parallelism: 2!N!static_only: false!N!,373.5663901,29.31343603704959,5.351876718492301,0.014326440655059084,363.07671173175504,384.0560684682449
KOMPACTCO,messages_per_pair: 1000000!N!pipeline_size: 10!N!parallelism: 4!N!static_only: true!N!,362.4024116333334,58.516603756399064,10.683621288657102,0.0294799950157794,341.46251390756544,383.3423093591013
KOMPACTCO,messages_per_pair: 1000000!N!pipeline_size: 10!N!parallelism: 4!N!static_only: false!N!,342.5168732666667,22.5704948076394,4.120789713399108,0.012030910109911183,334.4401254284045,350.59362110492896
KOMPACTCO,messages_per_pair: 1000000!N!pipeline_size: 10!N!parallelism: 8!N!static_only: true!N!,354.2138607666667,40.71504431069845,7.433516066263973,0.02098595478498425,339.6441692767893,368.7835522565441
KOMPACTCO,messages_per_pair: 1000000!N!pipeline_size: 10!N!parallelism: 8!N!static_only: false!N!,333.7398407666667,55.42034582497013,10.11832451769113,0.03031800007588944,313.9079247119921,353.5717568213413
KOMPACTCO,messages_per_pair: 1000000!N!pipeline_size: 10!N!parallelism: 16!N!static_only: true!N!,423.6537261000001,38.600452748161395,7.047446233360092,0.016634920925247803,409.84073148261433,437.46672071738584
KOMPACTCO,messages_per_pair: 1000000!N!pipeline_size: 10!N!parallelism: 16!N!static_only: false!N!,377.34257033333324,27.45805458768667,5.013131960961401,0.013285360187515945,367.5168316898489,387.16830897681757
KOMPACTCO,messages_per_pair: 1000000!N!pipeline_size: 10!N!parallelism: 24!N!static_only: true!N!,474.9749632333332,24.151847415423724,4.409503878283473,0.009283655391573319,466.3323356318976,483.6175908347688
KOMPACTCO,messages_per_pair: 1000000!N!pipeline_size: 10!N!parallelism: 24!N!static_only: false!N!,435.16600396666666,25.202210139703677,4.601272997500375,0.010573603993782632,426.1475088915659,444.1844990417674
KOMPACTCO,messages_per_pair: 1000000!N!pipeline_size: 10!N!parallelism: 32!N!static_only: true!N!,491.71914076666667,42.95544172861797,7.842554800787589,0.015949256700806533,476.347733357123,507.09054817621035
KOMPACTCO,messages_per_pair: 1000000!N!pipeline_size: 10!N!parallelism: 32!N!static_only: false!N!,474.5903089666666,27.14611276541269,4.956179436731825,0.010443069196931132,464.87619727067226,484.30442066266096
KOMPACTCO,messages_per_pair: 1000000!N!pipeline_size: 10!N!parallelism: 34!N!static_only: true!N!,488.3623263,24.3708699236263,4.44949173439811,0.009111046235095531,479.6413225005797,497.0833300994203
KOMPACTCO,messages_per_pair: 1000000!N!pipeline_size: 10!N!parallelism: 34!N!static_only: false!N!,486.1056907666667,19.510522317506783,3.5621177273354787,0.007327866747903007,479.1239400210892,493.08744151224425
KOMPACTCO,messages_per_pair: 1000000!N!pipeline_size: 10!N!parallelism: 36!N!static_only: true!N!,485.8867039,28.31977159087438,5.170459241238621,0.010641285714833535,475.7526037871723,496.0208040128277
KOMPACTCO,messages_per_pair: 1000000!N!pipeline_size: 10!N!parallelism: 36!N!static_only: false!N!,463.0778389,31.0828014485218,5.674917167936547,0.01225478027930856,451.95500125084436,474.2006765491557
KOMPACTCO,messages_per_pair: 1000000!N!pipeline_size: 10!N!parallelism: 38!N!static_only: true!N!,476.62751283333324,27.443078524523543,5.010397718422379,0.010512187365428926,466.80713330522536,486.4478923614411
