IMPL,PARAMS,MEAN,SSD,SEM,RSE,CI95LO,CI95UP
KOMPACTAC,fib_number: 26!N!,560.3161239333332,372.9836444470476,55.601118898614025,0.09923169532995535,451.3379308920497,669.2943169746167
KOMPACTAC,fib_number: 27!N!,869.4333609000001,292.6336184116088,53.42734462946574,0.061450764408395885,764.7157654262473,974.1509563737529
KOMPACTAC,fib_number: 28!N!,1453.7332706545453,1074.2209920227865,144.847929015378,0.09963858703609366,1169.8313297844045,1737.6352115246862
KOMPACTAC,fib_number: 29!N!,2422.1494625833334,1448.7389396591668,241.45648994319447,0.09968686642717335,1948.8947422946721,2895.4041828719946
KOMPACTAC,fib_number: 30!N!,3598.1016040192294,2550.9473163045664,353.75274422859115,0.09831649663073289,2904.7462253311905,4291.456982707268
KOMPACTAC,fib_number: 31!N!,6063.261649032259,3340.587598100587,599.9872445037545,0.09895453622713393,4887.286649804901,7239.236648259617
KOMPACTAC,fib_number: 32!N!,9496.913846562498,7583.435328392668,947.9294160490836,0.0998144693491345,7638.972191106294,11354.855502018701
