IMPL,PARAMS,MEAN,SSD,SEM,RSE,CI95LO,CI95UP
AKKATYPED,number_of_messages: 100!N!,16.883584699999997,4.074072399664215,0.7438204514017643,0.044055836756146015,15.425696615252539,18.341472784747456
AKKATYPED,number_of_messages: 200!N!,34.58318603333334,5.780195221848214,1.055314436596615,0.030515246211827905,32.51476973760398,36.651602329062705
AKKATYPED,number_of_messages: 300!N!,47.556463600000015,6.459214520334371,1.1792858321840156,0.024797593069641438,45.24506336891935,49.86786383108068
AKKATYPED,number_of_messages: 400!N!,67.53154276666666,5.200266739533939,0.9494344660955268,0.014059125960974854,65.67065121311943,69.3924343202139
AKKATYPED,number_of_messages: 500!N!,79.33914986666667,8.215571252974662,1.4999512326817346,0.018905562199777487,76.39924545061048,82.27905428272287
AKKATYPED,number_of_messages: 600!N!,98.58565886666666,8.564196864577127,1.5636012698813029,0.015860331896711405,95.52100037769931,101.65031735563402
AKKATYPED,number_of_messages: 700!N!,113.81591573333334,13.28268710545746,2.425075783980684,0.021307000592628456,109.0627671967312,118.56906426993548
AKKATYPED,number_of_messages: 800!N!,131.7863416333333,10.721134963144507,1.957402487123855,0.014852847896558958,127.94983275857055,135.62285050809606
AKKATYPED,number_of_messages: 900!N!,148.90935663333332,12.2314390397997,2.2331450242825417,0.01499667364611159,144.53239238573954,153.2863208809271
AKKATYPED,number_of_messages: 1000!N!,161.90888306666665,12.984543458083866,2.3706424502995564,0.014641830672894178,157.26242386407952,166.55534226925377
KOMPICSSC2,number_of_messages: 100!N!,9.930062466666666,1.792099665942674,0.3271911374447584,0.03294955480321266,9.28876783727494,10.571357096058392
KOMPICSSC2,number_of_messages: 200!N!,15.08332016666667,2.0757676981447055,0.3789815974714766,0.025125873699147858,14.340516235622577,15.826124097710764
KOMPICSSC2,number_of_messages: 300!N!,23.2568571,1.7219456267710331,0.3143828208599555,0.013517854949538968,22.64066677111449,23.873047428885513
KOMPICSSC2,number_of_messages: 400!N!,30.60723233333334,3.521554656304781,0.6429449742484936,0.021006308811146023,29.347060183806292,31.867404482860387
KOMPICSSC2,number_of_messages: 500!N!,37.172653,3.098515459502724,0.5657089373160423,0.015218417079782881,36.063863482860555,38.28144251713944
KOMPICSSC2,number_of_messages: 600!N!,43.271250900000005,5.099970020526824,0.9311228742808755,0.021518279571642228,41.44625006640949,45.09625173359052
KOMPICSSC2,number_of_messages: 700!N!,52.461706666666664,5.824548763247841,1.0634122483065533,0.020270256457025036,50.37741865998582,54.54599467334751
KOMPICSSC2,number_of_messages: 800!N!,56.78536053333334,4.300056969184941,0.7850794001932964,0.013825383740100587,55.24660490895448,58.3241161577122
KOMPICSSC2,number_of_messages: 900!N!,64.54054710000001,5.254875082276195,0.9594045398114959,0.014865144206555629,62.66011420196948,66.42097999803055
KOMPICSSC2,number_of_messages: 1000!N!,76.66077240000001,7.447318578047805,1.3596881260413602,0.01773642612086909,73.99578367295895,79.32576112704108
KOMPACTAC,number_of_messages: 100!N!,5.871151333333333,0.40230551451142066,0.07345060176887568,0.012510425570511442,5.7271881538663365,6.015114512800329
KOMPACTAC,number_of_messages: 200!N!,8.099159233333333,1.569753903606652,0.28659654091238446,0.03538596200613669,7.53743001314506,8.660888453521608
KOMPACTAC,number_of_messages: 300!N!,18.15547563333333,1.6902931513766661,0.3086038959351648,0.016997841431847155,17.550611997300408,18.760339269366256
KOMPACTAC,number_of_messages: 400!N!,20.031358500000003,3.6517126092157013,0.6667084565311624,0.03328323720686055,18.724609925198926,21.33810707480108
KOMPACTAC,number_of_messages: 500!N!,29.21884273333334,2.9991235754766064,0.5475625450113616,0.018740049015928108,28.14562014511107,30.292065321555608
KOMPACTAC,number_of_messages: 600!N!,32.908187733333335,4.182998895144008,0.7637076176298534,0.023207221978264067,31.41132080277882,34.405054663887846
KOMPACTAC,number_of_messages: 700!N!,38.90752766666666,6.5232537673665005,1.1909777455723964,0.030610470955026673,36.57321128534476,41.24184404798856
KOMPACTAC,number_of_messages: 800!N!,40.178393566666664,7.987994977792783,1.4584016795250285,0.036298158041215646,37.31992627479761,43.03686085853572
KOMPACTAC,number_of_messages: 900!N!,43.895800833333325,7.912624991358051,1.4446410656153081,0.032910689364124446,41.06430434472732,46.72729732193933
KOMPACTAC,number_of_messages: 1000!N!,48.92577383333333,6.002596305001482,1.0959191332821574,0.022399627995980786,46.777772332100305,51.073775334566356
AKKA,number_of_messages: 100!N!,18.327884033333337,2.5477492153713936,0.4651532387083333,0.02537953851423048,17.416183685465004,19.23958438120167
AKKA,number_of_messages: 200!N!,34.0225122,3.9329191240445924,0.7180495070275607,0.02110512894540341,32.61513516622598,35.42988923377402
AKKA,number_of_messages: 300!N!,50.299718166666665,7.149948260791618,1.3053959824767998,0.025952351823352326,47.74114204101214,52.85829429232119
AKKA,number_of_messages: 400!N!,69.60819926666667,9.014973760420203,1.645901494633106,0.023645224441559143,66.38223233718578,72.83416619614756
AKKA,number_of_messages: 500!N!,84.1527956,8.943131716976684,1.632784992042679,0.019402623292560928,80.95253701559635,87.35305418440366
AKKA,number_of_messages: 600!N!,104.10555636666668,10.186086568141176,1.8597164620237685,0.01786375796767008,100.4605121011001,107.75060063223326
AKKA,number_of_messages: 700!N!,121.24865,10.053044118976553,1.8354263451860358,0.015137705411037861,117.65121436343537,124.84608563656462
AKKA,number_of_messages: 800!N!,144.83728539999998,12.183752883931279,2.2244387631992613,0.015358191484022812,140.47738542412944,149.19718537587053
