IMPL,PARAMS,MEAN,SSD,SEM,RSE,CI95LO,CI95UP
AKKA,number_of_partitions: 1!N!batch_size: 100!N!window_size: ""1 second""!N!number_of_windows: 10!N!window_size_amplification: 1!N!,228.6487552333334,78.93163853710453,14.410879642538742,0.06302627638550932,200.40343113395747,256.89407933270934
AKKA,number_of_partitions: 1!N!batch_size: 100!N!window_size: ""1 second""!N!number_of_windows: 10!N!window_size_amplification: 125!N!,254.68040833333333,51.46027826325871,9.395318406759856,0.03689062094820809,236.26558425608403,273.09523241058264
AKKA,number_of_partitions: 1!N!batch_size: 100!N!window_size: ""1 second""!N!number_of_windows: 10!N!window_size_amplification: 12500!N!,15811.857597633334,1726.324277233093,315.18224940312234,0.01993328408486918,15194.100388803214,16429.614806463454
AKKA,number_of_partitions: 1!N!batch_size: 1000!N!window_size: ""1 second""!N!number_of_windows: 10!N!window_size_amplification: 1!N!,198.19998146153844,158.79448014610858,19.69603119915391,0.09937453603130639,159.59576031119678,236.8042026118801
AKKA,number_of_partitions: 1!N!batch_size: 1000!N!window_size: ""1 second""!N!number_of_windows: 10!N!window_size_amplification: 125!N!,169.83310290000003,33.172041616113546,6.056358490548505,0.03566064793690173,157.96264025852497,181.7035655414751
AKKA,number_of_partitions: 1!N!batch_size: 1000!N!window_size: ""1 second""!N!number_of_windows: 10!N!window_size_amplification: 12500!N!,14830.118270400002,1384.1273663150585,252.70592699699125,0.01704004798811191,14334.814653485899,15325.421887314105
AKKA,number_of_partitions: 2!N!batch_size: 100!N!window_size: ""1 second""!N!number_of_windows: 10!N!window_size_amplification: 1!N!,446.34162129999993,231.66920581608852,42.29681663492624,0.0947633261530348,363.4398606955445,529.2433819044553
AKKA,number_of_partitions: 2!N!batch_size: 100!N!window_size: ""1 second""!N!number_of_windows: 10!N!window_size_amplification: 125!N!,364.4810074666666,13.821375847308255,2.523426442442603,0.006923341383359685,359.5350916394791,369.4269232938541
AKKA,number_of_partitions: 2!N!batch_size: 100!N!window_size: ""1 second""!N!number_of_windows: 10!N!window_size_amplification: 12500!N!,21982.504397666668,1757.2298694034782,320.8248127313807,0.014594552418942522,21353.687764713162,22611.321030620173
AKKA,number_of_partitions: 2!N!batch_size: 1000!N!window_size: ""1 second""!N!number_of_windows: 10!N!window_size_amplification: 1!N!,395.17410030303023,222.1968983217396,38.67951522047496,0.09787968186886352,319.3622504708993,470.98595013516115
AKKA,number_of_partitions: 2!N!batch_size: 1000!N!window_size: ""1 second""!N!number_of_windows: 10!N!window_size_amplification: 125!N!,358.05055163333327,45.961799468352844,8.391438117448601,0.023436461916254696,341.603332923134,374.4977703435325
AKKA,number_of_partitions: 2!N!batch_size: 1000!N!window_size: ""1 second""!N!number_of_windows: 10!N!window_size_amplification: 12500!N!,20270.761516300005,2249.183042698649,410.6427628147184,0.020257885352975753,19465.901701183157,21075.621331416853
AKKA,number_of_partitions: 4!N!batch_size: 100!N!window_size: ""1 second""!N!number_of_windows: 10!N!window_size_amplification: 1!N!,774.3677725333333,121.09020226870386,22.107945091810784,0.028549670939281152,731.0362001533842,817.6993449132824
AKKA,number_of_partitions: 4!N!batch_size: 100!N!window_size: ""1 second""!N!number_of_windows: 10!N!window_size_amplification: 125!N!,906.7469048333331,225.94898043944377,41.252451143992296,0.04549500078147475,825.8921005911083,987.601709075558
AKKA,number_of_partitions: 4!N!batch_size: 100!N!window_size: ""1 second""!N!number_of_windows: 10!N!window_size_amplification: 12500!N!,34433.2106764,3572.9331863485068,652.3253675406288,0.018944657054235224,33154.65295602036,35711.76839677963
AKKA,number_of_partitions: 4!N!batch_size: 1000!N!window_size: ""1 second""!N!number_of_windows: 10!N!window_size_amplification: 1!N!,745.8502864666665,191.1644617668552,34.901695967680155,0.046794506351966095,677.4429623700134,814.2576105633195
AKKA,number_of_partitions: 4!N!batch_size: 1000!N!window_size: ""1 second""!N!number_of_windows: 10!N!window_size_amplification: 125!N!,746.4022979,120.53440575837351,22.006470996447252,0.029483391273529534,703.2696147469634,789.5349810530366
AKKA,number_of_partitions: 4!N!batch_size: 1000!N!window_size: ""1 second""!N!number_of_windows: 10!N!window_size_amplification: 12500!N!,39287.0749421,7616.978909788183,1390.663722977365,0.035397486960454035,36561.37404506437,42012.77583913563
AKKA,number_of_partitions: 8!N!batch_size: 100!N!window_size: ""1 second""!N!number_of_windows: 10!N!window_size_amplification: 1!N!,1467.2290146333328,240.0587966357465,43.82853934831454,0.02987164165320674,1381.3250775106362,1553.1329517560293
AKKA,number_of_partitions: 8!N!batch_size: 100!N!window_size: ""1 second""!N!number_of_windows: 10!N!window_size_amplification: 125!N!,1709.5804899,243.9120784522627,44.53204913875801,0.026048524419790768,1622.2976735880343,1796.8633062119657
AKKA,number_of_partitions: 8!N!batch_size: 100!N!window_size: ""1 second""!N!number_of_windows: 10!N!window_size_amplification: 12500!N!,92922.31537053334,4707.183340248359,859.4101659221806,0.009248695133082196,91237.87144532586,94606.75929574082
AKKA,number_of_partitions: 8!N!batch_size: 1000!N!window_size: ""1 second""!N!number_of_windows: 10!N!window_size_amplification: 1!N!,1636.330284033333,355.08634051607373,64.8295995208714,0.039618896107621496,1509.2642689724253,1763.396299094241
AKKA,number_of_partitions: 8!N!batch_size: 1000!N!window_size: ""1 second""!N!number_of_windows: 10!N!window_size_amplification: 125!N!,1551.4372671666665,244.77062698785352,44.68879793864339,0.028804772764197496,1463.8472232069255,1639.0273111264075
AKKA,number_of_partitions: 8!N!batch_size: 1000!N!window_size: ""1 second""!N!number_of_windows: 10!N!window_size_amplification: 12500!N!,97448.86667763336,6198.332383475043,1131.655488448014,0.011612813232519139,95230.82192027525,99666.91143499146
AKKA,number_of_partitions: 16!N!batch_size: 100!N!window_size: ""1 second""!N!number_of_windows: 10!N!window_size_amplification: 1!N!,3326.7374197333343,577.2717310505517,105.39491630214752,0.03168116475829216,3120.163383781125,3533.3114556855435
AKKA,number_of_partitions: 16!N!batch_size: 100!N!window_size: ""1 second""!N!number_of_windows: 10!N!window_size_amplification: 125!N!,3296.825649533332,493.39743317577046,90.08163465517242,0.02732374842689165,3120.265645609194,3473.38565345747
AKKA,number_of_partitions: 16!N!batch_size: 100!N!window_size: ""1 second""!N!number_of_windows: 10!N!window_size_amplification: 12500!N!,186114.06464383332,10389.125815181547,1896.786187244727,0.01019152523950626,182396.36371683364,189831.765570833
AKKA,number_of_partitions: 16!N!batch_size: 1000!N!window_size: ""1 second""!N!number_of_windows: 10!N!window_size_amplification: 1!N!,3025.7916819333336,510.34402889052075,93.1756455704688,0.030793807163530206,2843.1674166152147,3208.4159472514525
AKKA,number_of_partitions: 16!N!batch_size: 1000!N!window_size: ""1 second""!N!number_of_windows: 10!N!window_size_amplification: 125!N!,3125.688573466667,506.87129903801616,92.54161474502268,0.02960679305372569,2944.3070085664226,3307.0701383669116
AKKA,number_of_partitions: 16!N!batch_size: 1000!N!window_size: ""1 second""!N!number_of_windows: 10!N!window_size_amplification: 12500!N!,178934.38714113334,4768.424539643342,870.5912280412819,0.004865421576874481,177228.0283341724,180640.74594809426
AKKATYPED,number_of_partitions: 1!N!batch_size: 100!N!window_size: ""1 second""!N!number_of_windows: 10!N!window_size_amplification: 1!N!,177.29031806122453,122.32407871105535,17.474868387293622,0.09856639989364191,143.03957602212904,211.54106010032
AKKATYPED,number_of_partitions: 1!N!batch_size: 100!N!window_size: ""1 second""!N!number_of_windows: 10!N!window_size_amplification: 125!N!,218.26362190000003,33.90332878672638,6.189872650334764,0.02835961667112225,206.13147150534388,230.39577229465618
AKKATYPED,number_of_partitions: 1!N!batch_size: 100!N!window_size: ""1 second""!N!number_of_windows: 10!N!window_size_amplification: 12500!N!,16387.996530166667,1730.022090360157,315.85737462416625,0.019273702800872754,15768.916075903302,17007.076984430034
AKKATYPED,number_of_partitions: 1!N!batch_size: 1000!N!window_size: ""1 second""!N!number_of_windows: 10!N!window_size_amplification: 1!N!,165.10417301428564,138.05459535037645,16.500680201285288,0.09994102450613146,132.76283981976647,197.4455062088048
AKKATYPED,number_of_partitions: 1!N!batch_size: 1000!N!window_size: ""1 second""!N!number_of_windows: 10!N!window_size_amplification: 125!N!,135.89802283333339,10.803006194790084,1.9723500605848592,0.014513456630666128,132.03221671458707,139.7638289520797
AKKATYPED,number_of_partitions: 1!N!batch_size: 1000!N!window_size: ""1 second""!N!number_of_windows: 10!N!window_size_amplification: 12500!N!,15790.170758700004,1434.3216791155164,261.87011279008493,0.016584374975539818,15276.905337631437,16303.43617976857
